Target Area, Target sign,TargetFinding Time, TargetFinding result
0,0,1.367487,True
1,1,1.496161,True
0,0,1.420991,True
0,1,1.459551,True
1,1,2.084805,True
1,1,1.518584,True
0,0,1.211783,True
0,1,1.353006,True
1,1,-1,False
1,0,-1,False
