Target Area, Target sign,TargetFinding Time, TargetFinding result
0,1,1.540493,False
0,1,1.171259,True
0,0,1.191234,False
1,0,2.431885,True
1,0,2.073064,True
0,1,3.089878,True
0,1,1.517541,True
1,0,2.319012,True
1,0,-1,False
1,0,-1,False
