Target Area, Target sign,TargetFinding Time, TargetFinding result
1,1,4.197917,False
1,1,2.359869,True
0,1,0,True
1,1,3.367859,True
0,0,0,False
1,1,4.082148,False
0,1,1.985752,True
0,0,-1,False
1,1,-1,False
0,1,-1,False
