Target Area, Target sign,TargetFinding Time, TargetFinding result
1,1,1.153833,False
1,0,2.159753,True
0,1,0,False
0,0,1.928545,True
1,0,2.870985,True
1,0,2.273931,True
0,0,1.835449,True
0,1,1.841638,False
1,0,0,False
0,0,1.678501,True
