Target Area, Target sign,TargetFinding Time, TargetFinding result
0,1,1.742157,True
1,0,2.539163,True
0,1,1.712811,True
0,0,3.108089,True
0,0,0,True
0,0,1.596161,True
1,0,2.79044,True
1,1,2.201332,True
1,0,-1,False
1,0,-1,False
