Target Area, Target sign,TargetFinding Time, TargetFinding result
0,0,3.375213,True
0,0,0,True
1,0,2.246632,True
1,0,3.755815,True
1,1,12.99855,False
1,1,4.028794,True
0,1,2.140552,True
0,1,0,True
0,0,-1,False
1,0,-1,False
