Target Area, Target sign,TargetFinding Time, TargetFinding result
0,1,2.051534,True
1,1,2.215128,True
0,1,2.670964,True
0,0,1.51099,True
0,1,2.397204,True
1,1,3.555637,True
1,1,2.043071,True
1,0,-1,False
1,0,-1,False
0,0,-1,False
