Target Area, Target sign,TargetFinding Time, TargetFinding result
1,1,3.938564,False
0,1,0.5500102,True
0,1,9.477048,True
1,0,12.03172,True
1,0,3.289247,True
0,1,-1,False
0,0,-1,False
1,1,-1,False
0,1,-1,False
1,0,-1,False
