Target Area, Target sign,TargetFinding Time, TargetFinding result
1,1,11.07868,True
1,0,1.569457,True
1,0,1.514115,True
0,0,2.001385,True
1,1,1.491008,True
0,1,2.098668,True
1,0,-1,False
0,0,-1,True
0,0,-1,False
0,0,-1,False
