Target Area, Target sign,TargetFinding Time, TargetFinding result
0,0,1.215193,True
1,1,1.790054,True
1,1,1.295072,True
0,0,1.642732,False
1,0,0,True
0,1,1.884453,True
1,0,0,False
0,1,1.780209,True
0,1,1.568751,True
1,1,0,True
