Target Area, Target sign,TargetFinding Time, TargetFinding result
0,0,9.207268,True
0,0,0,True
1,1,1.611088,False
1,1,2.012726,True
1,0,4.534775,True
0,1,-1,False
1,0,-1,False
0,1,-1,False
0,0,-1,False
1,0,-1,False
