Target Area, Target sign,TargetFinding Time, TargetFinding result
0,0,1.503849,True
0,1,1.426713,True
0,1,2.377235,True
0,1,2.398232,True
1,1,6.743404,True
0,1,2.066309,True
1,0,1.886765,True
1,1,-1,False
1,0,-1,True
1,1,-1,False
