Target Area, Target sign,TargetFinding Time, TargetFinding result
0,1,1.374694,False
1,0,0.7124684,False
1,1,2.27647,False
1,0,0,False
0,0,0.9073483,False
0,1,0.4642988,False
0,0,1.547388,True
1,1,1.551439,False
1,1,1.648338,False
0,1,1.204508,True
