Target Area, Target sign,TargetFinding Time, TargetFinding result
1,0,1.329502,False
0,1,1.907292,False
0,1,1.171421,True
1,0,2.223579,False
0,0,1.78796,True
1,0,3.816162,True
0,1,1.3042,False
1,0,-1,False
0,1,-1,True
1,0,-1,False
