Target Area, Target sign,TargetFinding Time, TargetFinding result
1,0,7.493126,True
0,0,1.690803,True
0,0,0,True
0,0,1.99651,True
1,1,2.620983,False
1,0,1.310554,True
0,0,4.677592,True
1,1,-1,False
1,0,-1,False
0,1,-1,False
