Target Area, Target sign,TargetFinding Time, TargetFinding result
1,0,2.221062,True
1,0,2.889777,True
0,0,1.636971,True
0,0,2.973967,True
1,0,4.401413,True
1,1,1.94177,True
0,1,1.678239,True
0,0,-1,False
0,1,-1,False
1,0,-1,False
