Target Area, Target sign,TargetFinding Time, TargetFinding result
1,1,2.072862,True
0,1,7.588486,True
0,1,2.049346,True
1,1,2.193745,True
1,0,-1,False
0,1,-1,False
0,1,-1,False
0,0,-1,False
1,1,-1,False
1,1,-1,False
