Target Area, Target sign,TargetFinding Time, TargetFinding result
0,1,1.983097,True
0,1,1.387363,True
0,1,0,True
1,0,3.083774,True
1,1,13.85414,False
1,1,1.272583,True
0,1,4.511429,True
1,1,0,True
1,1,-1,False
0,0,-1,False
