Target Area, Target sign,TargetFinding Time, TargetFinding result
1,0,3.260023,True
1,1,2.629852,True
0,1,1.68561,True
0,0,2.068745,True
1,0,2.89091,True
0,1,1.654099,True
0,0,1.8346,True
1,1,-1,False
0,0,-1,False
1,0,-1,False
