Target Area, Target sign,TargetFinding Time, TargetFinding result
1,0,2.214919,True
0,0,0.8488463,True
1,1,1.60948,True
0,1,1.186264,True
0,1,1.34387,False
0,1,0.6493881,True
1,1,2.558427,True
0,0,3.273914,True
1,0,-1,False
1,1,-1,False
