Target Area, Target sign,TargetFinding Time, TargetFinding result
1,1,1.676107,True
1,0,0,False
1,1,1.230899,True
1,0,1.804462,True
0,0,0.1767529,True
0,1,1.359092,True
0,0,1.138959,True
0,0,1.553598,True
1,1,1.721368,True
0,1,0,True
