Target Area, Target sign,TargetFinding Time, TargetFinding result
0,1,1.525902,True
1,0,3.092019,True
1,1,1.735653,True
1,0,1.670875,True
1,0,2.42093,True
1,0,2.015638,True
0,0,1.644922,True
0,1,1.765475,True
0,0,-1,False
0,0,-1,False
