Target Area, Target sign,TargetFinding Time, TargetFinding result
0,1,3.173113,True
1,1,1.808044,True
0,1,2.132777,True
0,0,2.095933,True
0,0,2.790323,True
1,0,2.296407,True
1,1,3.238521,True
0,0,-1,False
1,0,-1,False
1,1,-1,False
