Target Area, Target sign,TargetFinding Time, TargetFinding result
1,1,5.895087,True
1,0,10.60441,True
1,1,5.924464,True
1,0,0,False
0,0,3.645993,True
0,1,-1,False
0,0,-1,False
1,1,-1,False
0,0,-1,False
0,1,-1,False
