Target Area, Target sign,TargetFinding Time, TargetFinding result
0,1,0.2842815,True
1,1,3.215992,True
0,1,3.174573,True
1,1,6.290035,True
1,0,10.99579,True
1,0,-1,False
1,0,-1,False
0,1,-1,False
0,1,-1,False
0,0,-1,False
